-7.9235,3.8141,0.41802,4.9639,1.2084,-3.0044,1.1557,-8.2956,-4.0624,0.92328,-5.5092,8.6495,5.4048,-2.7457,-7.0476,2.1328,-2.3811,9.7926,-0.33209,-4.8471,3.8201,15.174,-5.1412,6.7011,9.2969,-3.8478,-0.95949,7.1813,4.3113,-3.4084,21.179,20.996,3.5205,16.495,2.5112,-0.90099,9.6063,-2.0992,-2.6614,-2.9422,2.5642,0.9388,-5.9384,-7.4255,5.8857,-8.075,4.807,2.2742,-17.387,-1.1624,-20.785,13.404,4.5734,0.70826,10.359,11.757,0.3584,-17.288,-6.9301,0.53866
-4.6653,3.0709,5.1587,4.0366,-0.61838,-27.224,-1.9487,2.2089,3.7348,-24.807,2.5553,6.5183,-1.0403,-1.9876,10.724,1.7159,-13.127,-9.3462,-1.7786,-2.2465,1.0486,-21.807,7.384,-24.43,-4.6593,12.357,1.7779,-20.578,3.3162,-10.323,7.5174,0.7731,-1.5576,-3.1035,21.828,-5.2738,-6.0452,-21.65,-8.0776,10.357,4.4728,1.1944,5.3844,14.727,-8.6933,-3.1346,-25.065,6.2449,-2.0721,-10.09,6.6221,21.723,-4.2074,-18.036,-0.23515,5.0816,17.397,0.44595,-16.143,-5.1738
8.8573,-7.9401,-2.7284,-3.8561,2.1617,-1.3322,-4.6767,-5.0282,1.992,4.7901,-5.173,4.943,1.559,2.4665,-0.65001,6.9743,8.8312,5.0015,4.8438,-0.074779,4.0841,-1.6153,15.749,-1.1615,6.9623,4.6482,-0.82436,6.8693,6.0086,2.594,9.2406,-12.165,7.8571,-0.1448,-0.5433,-3.4698,-2.8834,2.8802,5.5829,3.768,-0.88314,13.441,4.819,-6.2348,5.4227,-2.4648,-6.1754,-1.0042,3.8838,-16.812,9.0264,-1.9763,9.3245,0.53711,8.4909,2.7342,0.42923,2.9335,4.7815,-5.4483
12.161,9.0908,16.435,-1.0168,8.4651,16.654,-7.2642,3.9129,10.991,2.3954,15.583,11.043,-2.6566,19.639,5.0998,-10.35,-8.0768,-0.024482,-12.371,33.089,-2.0059,-9.9976,-6.6611,-8.2718,2.0067,20.229,-1.959,6.3497,2.7998,-1.4056,8.8729,-0.64243,-16.018,-6.1442,-12.949,-3.8873,-3.6765,-24.542,-7.3782,9.4826,10.511,-22.436,-14.16,1.2836,-13.022,-1.6861,9.2125,14.249,32.842,-1.402,-6.5096,11.462,6.8053,2.0165,-27.243,-3.0541,-0.82598,-4.2945,15.488,-12.009
0.12461,-2.9674,-3.395,-3.7058,-5.9068,9.7469,8.4734,4.5322,-1.9864,-9.0959,2.9296,-2.3621,5.7405,-2.8741,-0.067765,0.80466,1.0335,-9.2274,3.6413,1.8537,-5.239,-3.8533,-8.2758,-8.9875,-4.8135,-9.8394,4.2377,-1.529,0.022022,2.7797,-6.1404,-9.056,-4.0043,-2.9133,-4.13,9.0346,5.1248,0.55533,12.588,-5.7828,3.9626,-5.5236,0.13981,-1.3263,-1.5905,10.131,0.40542,0.73502,6.4682,9.1191,0.92741,-8.6156,-6.6617,-4.7123,-7.7671,-2.7739,-4.411,-1.43,-3.0673,-13.84
2.0073,-1.0703,12.686,7.3356,7.107,-2.4556,13.282,-3.7419,2.6609,-7.8621,0.73043,-6.1057,-1.6674,-0.067896,0.23946,10.248,-1.2195,1.4261,-4.6602,-1.1212,8.4871,0.987,0.42041,-2.6717,-1.0335,-4.0831,15.163,5.205,8.7966,0.52944,2.273,-5.0153,-4.7402,0.59354,7.1541,-3.2262,0.0095957,2.7363,3.1154,3.29,-3.2071,1.1685,2.7707,6.5866,6.2395,6.1055,2.8238,2.4072,8.4049,0.35,-0.47572,2.5974,3.526,3.9569,13.02,6.219,-2.7691,3.5391,0.49652,3.54
2.3401,-14.204,-16.787,4.2516,-15.895,5.4478,5.9093,-23.24,-9.8209,0.13231,6.0661,17.57,24.39,-14.43,-15.655,1.1492,13.416,-14,-15.459,-6.5166,-2.3853,-9.5522,-8.5678,-2.757,-4.5696,10.334,-2.2074,-22.796,6.9632,-6.8893,-15.524,-3.7551,-2.1693,-1.0473,10.477,-4.4344,-6.0366,13.298,-23.066,16.104,14.109,10.254,1.0184,6.0813,6.6498,9.2487,-8.6363,3.1708,0.5451,-3.6762,6.6202,-7.3771,1.9608,-4.1625,2.2687,2.2893,-5.6669,0.52887,-2.1128,7.8257
-12.784,8.0461,2.9286,9.228,6.3653,-15.781,-14.162,-13.054,10.033,-2.2423,-0.97002,3.0665,-23.847,-13.1,-16.851,0.58245,-3.7513,-6.6275,7.4516,5.1557,1.8669,4.4677,-17.943,-19.675,5.9334,12.82,-5.6447,-1.7562,-7.5557,-17.993,13.95,-5.961,1.7274,-11.127,-10.943,-21.245,-5.8969,2.9882,13.932,-20.893,-18.664,-6.5535,0.70794,17.768,-5.5958,3.0742,10.402,3.3049,10.559,-7.6209,-2.8901,-3.0489,-0.9034,14.979,-3.0899,21.566,0.7705,-6.825,-7.5174,6.0229
-6.9171,-9.8175,-12.132,9.526,-8.4676,-10.24,-0.6454,4.8524,8.007,2.362,1.2088,4.8312,8.7129,6.5806,8.8676,0.76875,4.112,-13.691,-3.9728,1.3821,-9.3562,10.17,0.40599,11.706,5.6113,4.1911,-2.3534,-16.707,-8.5547,11.626,2.7214,11.084,10.328,-0.59107,2.5157,7.2566,5.8337,-17.192,-1.8225,-0.24509,-7.9071,10.727,1.6883,-4.3887,6.045,-2.1722,6.38,-19.224,2.1284,12.054,-3.1846,-13.298,-5.9349,0.14622,11.228,25.077,6.0007,2.4222,4.2664,5.8139
-0.72818,11.698,2.2726,-17.942,17.565,4.7543,0.64068,-3.0175,3.687,-8.8246,-13.998,-10.859,-6.5931,2.6283,4.6159,-3.0303,5.4572,18.487,6.5524,5.4877,-0.83234,1.2616,-0.7999,1.2702,-3.4235,-2.0001,1.0127,4.1111,-0.98421,-5.691,6.5699,-2.5458,-21.354,4.8237,-1.303,5.9938,-2.4009,9.0464,3.4034,-0.58789,-8.0126,-3.7646,-6.572,-6.0235,-20.893,-6.855,-9.2099,-3.2168,16.706,2.3608,-2.8343,2.2699,6.2471,-1.5912,7.9104,6.3512,5.8054,-7.9275,2.7937,10.893
