-0.65347,-8.6191,-0.53893,2.4788,1.7344,2.6693,-2.0184,2.4191,7.0032,8.1457,-3.2423,1.3271,-6.6704,-2.2736,4.8249,-2.3055,-2.5325,-8.414,1.1468,0.85651,-3.5258,-11.49,-2.1369,-3.748,-0.63067,2.3816,6.4322,5.6002,4.437,-0.37744,-8.2614,4.1829,-3.7635,-4.9986,-2.8975,-4.3716,4.7771,3.3469,-1.2554,-2.812,6.6472,-3.2514,8.0465,-2.6962,-10.792,2.0291,1.9545,-4.614,8.1779,2.49,-0.50218,1.1753,1.5312,-4.9996,-2.2263,0.27721,0.40151,0.57549,4.0057,6.9012
-8.3799,11.73,-2.9672,-4.4334,-3.8819,-1.6681,6.3797,-15.067,-4.5107,-4.3289,-1.1443,6.3026,-14.988,3.8594,-18.962,13.529,7.4993,-5.0949,6.5501,2.2051,0.23232,-27.609,7.7163,3.5836,-14.24,-5.6398,-2.3934,0.50011,3.5778,3.3299,3.5066,2.6686,2.171,8.2915,12.858,14.846,-9.7166,-7.5779,-4.1289,-1.7988,14.023,18.451,-2.6925,-4.6798,-3.7818,8.2825,-11.886,10.928,8.3702,-16.084,11.163,-18,-4.4294,-1.8926,-7.55,14.392,-14.259,-2.0542,4.4621,-6.2708
-3.161,-4.4429,-11.033,5.4012,4.9048,5.8849,-0.023805,1.4625,6.8575,4.8636,-3.5066,2.5361,9.3861,14.524,10.348,4.8187,4.151,12.021,8.9275,21.806,4.6712,5.6968,11.238,5.2619,-0.26236,0.86954,6.5869,-5.8697,8.8734,11.631,8.7222,1.4418,5.102,-3.2817,-9.6511,0.59212,1.4918,-2.3178,15.707,1.3185,6.5951,17.174,2.6087,-8.3024,3.191,5.3723,-0.23132,3.3923,12.875,2.3518,9.523,3.1495,-6.3125,9.7235,-1.5544,2.262,14.959,15.327,-5.9933,6.4201
-12.56,5.8719,-10.074,-3.4227,3.2472,-0.179,9.1244,-7.4583,6.5853,7.1194,-5.4725,-11.163,4.5407,-2.1464,1.5562,-0.017385,8.6,4.9935,-2.5459,-8.7186,-8.1081,7.6157,-9.4218,8.3216,6.5595,8.4167,19.203,-0.7069,12.004,13.643,7.4278,-4.7716,19.637,-4.5542,3.8426,14.649,15.781,8.4121,-7.7201,1.5198,-0.71616,7.1237,-2.9242,2.2981,12.103,11.824,-1.6469,-3.5982,1.5223,3.11,-7.3608,2.6854,2.5174,10.426,11.786,16.595,14.593,1.8412,16.648,7.9766
-2.0413,-0.53657,0.45009,-15.394,3.9526,-10.456,5.0065,1.5457,-8.5221,5.0701,7.8603,-13.051,2.8298,14.805,-8.2361,-13.801,10.109,5.3366,-2.1989,0.64055,0.40504,3.2894,0.48543,3.4,13.069,-25.948,-2.0839,-0.77379,-10.829,-2.9928,-10.35,4.2294,-3.5764,-7.5302,3.4142,3.0967,-9.4658,-3.1908,-6.0848,3.7832,-10.997,-5.8834,-3.2292,-11.287,-24.208,-18.396,-10.517,-8.5554,-2.0502,-6.7297,13.491,8.8723,-0.3031,-2.0403,-10.888,-3.7273,3.7872,-2.6757,2.1754,4.3643
-17.771,-4.9112,1.0884,-13.239,-20.315,-12.319,-8.7874,10.514,-33.619,29.718,-23.377,-14.264,-11.836,23.93,27.002,-33.591,-15.614,8.6033,9.463,-28.577,-15.418,25.889,-8.2737,41.496,-10.92,-16.121,4.3962,10.279,0.63258,-41.5,-3.0552,6.9829,-14.883,3.958,-0.53307,-22.473,7.7222,0.71847,12.644,-3.3784,-19.579,-8.393,-8.5724,33.656,-38.251,10.497,0.14689,-5.0442,32.147,19.436,22.395,-6.0352,-29.884,-6.3868,12.417,2.7514,-3.1022,1.213,-12.861,6.2428
-12.925,-0.26306,-11.926,-14.566,0.7092,1.2658,-12.265,-4.7441,7.9615,5.6333,18.157,-9.8327,11.494,36.075,-3.2429,8.9227,-11.471,-14.575,5.5401,6.8292,42.532,-0.5884,19.719,13.055,-5.7733,-3.3825,-14.277,-2.1402,31.279,-7.7393,1.0262,9.0624,1.8525,9.7047,0.84364,8.7687,7.0895,3.8134,17.606,14.878,-2.6869,-6.9748,11.467,-0.014105,-18.069,12.679,4.9929,21.834,24.67,3.7248,13.16,-18.353,1.6342,-2.2959,8.663,14.091,6.938,2.9622,10.908,4.5281
0.42458,-2.7387,0.2774,1.2819,5.2383,4.0386,0.32237,4.836,-4.7664,-9.8518,-4.5019,8.7256,-2.7414,7.5924,-4.0512,0.29339,3.5435,6.5969,6.4965,-11.976,5.3776,6.8599,10.432,-0.42853,-10.543,-4.6491,2.3656,8.6547,-1.4723,1.3393,-6.4489,8.4703,-6.2712,-4.2328,4.3929,5.5316,-1.7044,0.26876,-1.9828,-4.9636,2.7458,1.2952,0.98489,-2.7068,4.8201,-0.83363,10.001,0.77269,-1.3443,3.0908,-2.4418,4.67,-7.9342,8.0883,13.23,19.279,16.998,4.6936,4.493,-4.9388
-2.9463,-10.334,-1.9515,-1.613,-1.3324,0.57194,2.9977,0.08947,-1.8159,6.8035,-3.7186,9.1266,-1.6808,4.6017,4.6589,12.721,1.3248,2.5963,-1.6252,-4.2091,2.8202,-1.1263,-8.9105,2.9439,14.844,13.683,9.2418,3.1295,21.101,1.9856,-6.2321,4.9448,-7.468,6.8679,1.3209,-6.7484,-20.352,-3.1208,-6.5412,10.98,17.612,7.7948,-6.5927,-5.6254,1.1083,-2.1771,6.1913,-1.3563,3.1014,17.977,8.3659,6.2638,1.8614,1.8648,5.042,-23.128,6.7819,17.099,3.549,12.706
9.3065,-13.26,-0.28138,-8.3388,13.425,2.6641,-1.3516,-2.7148,-3.4378,4.1078,5.7874,-3.823,7.0059,13.903,1.7877,-7.0629,10.595,-2.6938,5.6652,-7.8559,-3.8593,-9.4204,-3.9461,-7.6704,-10.076,4.2863,9.3172,4.0134,9.3487,-9.6025,0.50568,5.0263,7.9927,7.5736,-2.6129,7.7238,-0.18347,11.95,-0.30265,0.17393,0.55852,1.0524,-5.4488,21.726,5.9241,5.2328,19.908,1.7528,-1.2475,5.1647,9.1111,4.2881,7.7858,4.055,3.4333,-1.0266,10.154,-6.023,4.2682,-2.6936
1.3859,15.974,-1.783,-2.3329,4.044,-5.1406,1.4638,-1.7513,-8.0332,-0.83284,16.587,7.2785,4.6513,-0.80988,2.9794,-6.9485,4.8995,13.37,5.6387,-5.6022,21.934,-3.2732,-11.565,2.5687,8.7706,-10.187,5.859,-2.8484,15.552,5.9533,-3.5273,0.97456,3.6926,4.1061,5.8308,8.4285,17.34,1.1406,1.451,-15.426,14.825,1.2538,12.174,-3.4007,2.529,6.7808,11.22,-3.5341,-3.9919,5.4093,1.7931,10.767,4.0237,1.5352,4.8072,2.8071,6.6429,-0.55263,6.6416,16.03
6.6221,-11.901,-24.574,11.463,-24.17,6.001,3.3701,-17.32,-8.658,36.003,-5.3783,-10.208,22.353,27.65,-0.77,5.4654,22.118,14.661,-1.468,12.23,10.247,21.481,7.0654,20.628,1.4297,16.499,16.115,-9.4518,-10.63,-41.422,28.963,4.0495,4.4429,20.855,13.584,5.1076,9.9584,13.135,19.539,10.998,6.6508,32.724,12.743,8.3298,14.529,16.896,20.981,1.6379,-5.003,-7.55,-6.5882,18.083,22.048,15.767,10.177,2.979,19.512,27.426,42.783,30.309
